"empl_ind_construction_%","agri_gross_value_livestock_m$","indstry_bus_trnsprt_pst_wrhsng_cnt","indstry_bus_prof_sci_tech_cnt","vhcl_light_rigid_truck","insolv_tot_debator_entr_bus_rel_per_insolv","agri_meat_chiecken_cnt","agri_broadacre_tot_area","bus_exit_20_plus_emply_cnt","year","vhcl_non_freight_truck","bus_exit_no_emply_cnt","empl_ind_admin_safety_%","fuel_type_diesel","bus_no_emply_cnt","bld_app_priv_dwl_exc_hs_cnt","sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income","empl_ind_mnfctrng_%","res_prop_att_dwl_trnsfrs_cnt","indstry_bus_construction_cnt","vhcl_reg_over_10_yrs","vhcl_light_commercial","indstry_bus_mining_cnt","vhcl_heavy_rigid_truck","occ_debtor_service_worker","fuel_type_electric","vhcl_tot","p_t_trdmrk_apps_cnt","indstry_bus_hlth_soc_ass_cnt","indstry_bus_art_rec_cnt","agri_meat_cattle_cnt","empl_ind_admin_supp_%","bld_app_tot_priv_dwl_val_aud","bus_exit_5_19_emply_cnt","indstry_bus_admin_supp_cnt","bld_app_tot_non_res_bld_val_aud","occ_debtor_technician_trade","indstry_bus_retail_trd_cnt","vhcl_reg_less_than_5_yrs","vhcl_campervans","bld_app_tot_priv_dwl_cnt","indstry_bus_financ_insur_cnt","agri_gross_value_agri_production_m$","empl_ind_whlsle_trd_%","indstry_bus_accom_food_cnt","bld_app_priv_hse_cnt","fuel_type_petrol","vhcl_passenger","occ_debtor_professional","indstry_bus_tot_cnt","empl_ind_oth_serv_%","bld_app_priv_hse_val_aud","sel_cause_bus_rel_insolv_caused_by_economic","bld_app_priv_dwl_exc_hs_val_aud","indstry_bus_current_unkwn_cnt","indstry_bus_whlsle_trd_cnt","tourist_accom_over_15_rooms","bus_entr_tot_cnt","agri_area_holding","empl_ind_mining_%","occ_debtor_other_unkwn","empl_ind_edu_train_%","agri_veg_human_consumption","bus_entr_no_emply_cnt","bus_20_plus_emply_cnt","indstry_bus_ag_frst_fsh_cnt","indstry_bus_oth_serv_cnt","p_t_patent_apps_cnt","indstry_bus_rent_rl_est_cnt","indstry_bus_infomedia_telecom_cnt","bus_entr_5_19_emply_cnt","bld_app_tot_res_bld_val_aud","occ_debtor_sales_worker","indstry_bus_mnfctrng_cnt","bus_entr_20_plus_emply_cnt","indstry_bus_edu_train_cnt","sa3_code16","agri_gross_value_crops_m$","res_prop_att_dwl_med_sal_prc_aud","empl_ind_hlth_soc_assist_%","agri_fruit_nut_orchard_tree","occ_debtor_machinery_op_driver","vhcl_motorcycles","empl_ind_ag_frst_fsh_%","empl_tot","bus_tot_cnt","agri_dairy_cattle_cnt","occ_debtor_labourer","bld_app_tot_dwl_cnt","empl_ind_prof_sci_tech_cnt_%","agri_sheep_cnt","bus_5_19_emply_cnt","empl_ind_retail_trd_%","fuel_type_lpg_dual_other","insolv_tot_debator_entr_per_insolv","bus_entr_1_4_emply_cnt","occ_debtor_clerical_admin","empl_ind_trnsprt_pst_wrhsng_%","sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use","empl_ind_elc_gs_wtr_wst_%","res_prop_hse_med_sal_prc_aud","empl_ind_rent_rl_est_%","agri_pig_cnt","vhcl_buses","insolv_tot_debator_entr_non_bus_rel_per_insolv","bus_exit_tot_cnt","empl_ind_financ_insur_%","indstry_bus_elc_gs_wtr_wst_cnt","bld_app_tot_bld_val_aud","res_prop_hse_trnsfs_cnt","vhcl_reg_5_to_10","bus_1_4_emply_cnt","empl_ind_accom_food_%","empl_ind_art_rec_%","occ_debtor_manager","bus_exit_1_4_emply_cnt","indstry_bus_pub_admin_safety_cnt","vhcl_articulated_truck","sa3_name16","empl_ind_infomedia_telecom_%"
"null","null","99","50","114","3","null","null","3",2013,"12","127","null","4326","951","null","10","null","null","201","6990","3779","5","476","3","null","12725","null","34","10","null","null","11.0","8","30","3.0","3","87","2464","39","37","67","null","null","80","37","8236","7530","4","1575","null","11.0","null","null","11","28","9","127","null","null","null","null","null","78","28","670","63","null","85","3","3","11.0","3","42","null","12",11302,"null","null","null","null","6","544","null","null","1575","null","5","37","null","null","204","null","230","26","43","null","null","7","null","null","null","null","82","23","167","null","3","14.0","null","3303","397","null","null","null","30","3","149","Tumut  Tumbarumba","null"
"null","null","489","393","635","29","null","null","10",2013,"40","644","null","18960","4919","104","50","null","null","1258","35284","17150","11","2397","18","3","71953","72","399","80","null","null","135.0","51","207","69.0","17","492","17175","198","441","629","null","null","357","337","51387","46745","22","8602","null","105.0","10","30.0","84","237","43","770","null","null","24","null","null","507","185","2423","379","18","736","28","44","138.0","13","280","5","69",11303,"null","null","null","null","13","3111","null","null","8602","null","25","442","null","null","1028","null","1848","153","213","12","null","37","null","null","null","null","463","124","887","null","26","207.0","null","19524","2472","null","null","9","180","20","1214","Wagga Wagga","null"
"null","null","327","552","540","19","null","null","3",2013,"39","612","null","12432","3461","95","54","null","null","1349","40393","12605","10","1231","21","3","75292","33","352","94","null","null","165.0","49","222","54.0","25","625","14177","444","590","365","null","null","418","495","60063","55875","8","6460","null","146.0","7","18.0","46","161","28","576","null","null","29","null","null","349","141","520","325","17","660","40","17","173.0","12","270","3","81",11401,"null","null","null","null","13","3768","null","null","6460","null","24","606","null","null","748","null","2892","155","205","11","null","40","null","null","null","null","593","136","885","null","22","227.0","null","20773","2114","null","null","12","217","36","197","Shoalhaven","null"
"null","null","228","656","356","20","null","null","9",2013,"13","532","null","7180","3141","28","26","null","null","846","17976","6864","12","664","5","3","37853","152","253","91","null","null","95.0","23","202","49.0","16","396","8749","112","255","365","null","null","201","227","29681","27916","10","5088","null","90.0","9","5.0","73","164","19","484","null","null","9","null","null","324","64","563","190","28","513","49","10","101.0","7","210","null","54",11402,"null","null","null","null","8","1628","null","null","5088","null","12","275","null","null","429","null","985","81","152","6","null","12","null","null","null","null","140","61","705","null","9","151.0","null","11108","1461","null","null","8","147","13","160","Southern Highlands","null"
"null","null","557","2779","510","29","null","null","4",2013,"18","1633","null","9385","8506","727","20","null","null","2126","32916","7815","10","632","11","10","95053","723","1069","165","null","null","317.0","87","608","218.0","20","905","29282","90","1113","1546","null","null","374","386","83819","82803","15","14776","null","157.0","11","160.0","300","844","5","1728","null","null","4","null","null","1117","294","166","483","108","1912","155","44","321.0","12","413","7","260",11501,"null","null","null","null","5","2940","null","null","14776","null","7","1113","null","null","1220","null","1474","117","559","21","null","22","null","null","null","null","148","88","2233","null","29","540.0","null","32865","4749","null","null","22","518","79","97","Baulkham Hills","null"
"null","null","124","601","341","5","null","null","4",2013,"5","400","null","4073","2454","4","5","null","null","906","9698","3576","8","601","null","5","22591","89","143","56","null","null","33.0","18","143","12.0","5","224","5628","39","45","359","null","null","92","41","17960","16869","null","4248","null","32.0","null","1.0","73","242","2","391","null","null","null","null","null","250","61","276","171","19","547","33","14","37.0","null","168","null","69",11502,"null","null","null","null","null","1044","null","null","4248","null","null","45","null","null","393","null","515","23","127","null","null","4","null","null","null","null","56","18","534","null","10","49.0","null","7257","1345","null","null","5","119","17","60","Dural  Wisemans Ferry","null"
"null","null","204","223","288","8","null","null","null",2013,"10","281","null","4049","1570","4","10","null","null","779","10047","4178","3","598","null","null","20255","49","60","43","null","null","18.0","11","84","15.0","4","124","4317","58","48","133","null","null","54","44","15512","13797","null","2615","null","17.0","3","1.0","42","101","null","247","null","null","null","null","null","161","29","268","146","7","190","12","5","20.0","4","114","3","22",11503,"null","null","null","null","6","1130","null","null","2615","null","7","48","null","null","174","null","697","31","76","3","null","6","null","null","null","null","91","23","370","null","13","34.0","null","5875","847","null","null","4","79","9","105","Hawkesbury","null"
"null","null","242","321","245","10","null","null","null",2013,"8","352","null","3215","1744","10","7","null","null","760","8138","2963","3","563","4","null","20119","43","99","34","null","null","74.0","15","123","11.0","9","190","5433","34","233","204","null","null","82","223","16375","15310","null","3159","null","72.0","5","2.0","54","160","2","348","null","null","null","null","null","215","65","149","144","9","341","16","10","75.0","null","165","null","44",11504,"null","null","null","null","null","818","null","null","3159","null","null","235","null","null","297","null","533","29","124","null","null","6","null","null","null","null","66","19","477","null","15","87.0","null","6550","1054","null","null","5","112","14","112","Rouse Hill  McGraths Hill","null"
"null","null","1153","798","1160","33","null","null","4",2013,"36","1054","null","9726","4853","298","73","null","null","1542","38616","10209","null","1950","23","6","84034","170","409","78","null","null","135.0","48","429","164.0","35","571","19524","95","656","418","null","null","283","358","71804","67480","27","8435","null","91.0","10","44.0","198","534","2","1157","null","null","34","null","null","759","221","38","539","17","691","52","27","138.0","16","530","7","85",11601,"null","null","null","null","41","2536","null","null","8435","null","20","660","null","null","818","null","2537","264","366","50","null","73","null","null","null","null","201","231","1401","null","20","302.0","null","25932","2540","null","null","18","292","64","367","Blacktown","null"
"null","null","740","621","302","20","null","null","3",2013,"12","666","null","4649","3096","191","26","null","null","965","18837","4605","3","676","7","12","47666","67","214","54","null","null","231.0","16","250","63.0","20","352","12704","50","935","266","null","null","141","744","41555","40187","10","4973","null","197.0","7","34.0","122","200","null","700","null","null","18","null","null","461","41","152","220","12","312","46","24","232.0","19","210","5","64",11602,"null","null","null","null","12","1616","null","null","4973","null","7","935","null","null","314","null","1388","129","214","20","null","48","null","null","null","null","76","109","878","null","18","295.0","null","16144","1524","null","null","16","193","43","142","Blacktown  North","null"
"null","null","815","287","255","25","null","null","3",2013,"25","595","null","3623","2526","234","91","null","null","821","30465","5125","4","546","20","3","56636","195","171","40","null","null","114.0","14","253","246.0","32","303","10307","76","596","164","null","null","151","362","51008","48602","15","4348","null","74.0","6","40.0","105","224","3","639","null","null","34","null","null","397","154","41","250","23","370","15","19","115.0","18","214","7","32",11603,"null","null","null","null","43","1639","null","null","4348","null","60","596","null","null","381","null","1965","275","204","34","null","90","null","null","null","null","196","250","783","null","13","361.0","null","15881","1282","null","null","19","172","55","172","Mount Druitt","null"
"null","null","654","444","420","14","null","null","14",2013,"15","520","null","3445","2569","669","14","null","null","590","10221","3301","3","390","3","3","31917","263","161","41","null","null","139.0","29","200","192.0","14","266","13669","16","732","272","null","null","179","63","27788","26483","9","4485","null","18.0","null","121.0","109","322","6","522","null","null","9","null","null","335","216","25","181","57","593","63","22","139.0","9","287","3","47",11701,"null","null","null","null","10","941","null","null","4485","null","5","732","null","null","527","null","605","73","153","10","null","20","null","null","null","null","238","59","692","null","12","331.0","null","8052","1168","null","null","4","137","36","113","Botany","null"
"null","null","1265","12389","809","41","null","null","126",2013,"632","7252","null","11214","36356","3549","46","null","null","3620","30295","7561","404","618","23","18","92952","4578","2286","970","null","null","1138.0","400","3103","1685.0","22","3522","35693","144","3577","10869","null","null","3129","28","79623","77146","45","60718","null","54.0","15","1085.0","2080","2529","113","7795","null","null","25","null","null","5086","2496","461","1380","497","8440","1574","395","1159.0","25","1485","88","840",11703,"null","null","null","null","8","5523","null","null","60718","null","10","3577","null","null","6226","null","1427","235","2227","36","null","76","null","null","null","null","460","194","9653","null","126","2844.0","null","26982","15646","null","null","41","1875","257","59","Sydney Inner City","null"
"null","null","336","847","339","16","null","null","5",2013,"8","717","null","2534","3245","288","15","null","null","620","12504","2886","3","292","8","3","28043","280","283","165","null","null","97.0","34","240","28.0","12","449","6888","28","319","284","null","null","226","31","24731","22926","8","5615","null","32.0","null","65.0","118","364","1","657","null","null","3","null","null","423","176","31","248","26","678","131","19","97.0","6","490","3","67",11702,"null","null","null","null","7","1447","null","null","5615","null","4","319","null","null","630","null","692","66","207","13","null","16","null","null","null","null","43","50","994","null","8","125.0","null","8628","1562","null","null","5","236","22","74","Marrickville  Sydenham  Petersham","null"
"null","null","337","3728","243","50","null","null","17",2013,"6","2210","null","6165","12404","185","26","null","null","1286","23172","3825","24","179","10","8","68691","955","1682","552","null","null","412.0","96","781","170.0","19","1232","21636","54","286","2127","null","null","733","101","61554","59845","40","18944","null","292.0","18","119.0","478","699","10","2382","null","null","11","null","null","1728","314","265","552","61","3114","650","47","449.0","12","324","14","309",11801,"null","null","null","null","5","4433","null","null","18944","null","7","286","null","null","1297","null","509","143","596","16","null","29","null","null","null","null","106","93","2864","null","28","619.0","null","23877","4929","null","null","23","542","52","null","Eastern Suburbs  North","null"
"null","null","559","1930","309","33","null","null","3",2013,"7","1290","null","5161","7090","658","28","null","null","1493","27018","5090","15","332","17","9","67753","343","1077","302","null","null","247.0","47","492","159.0","16","622","18819","76","738","788","null","null","521","80","61222","58265","22","11136","null","102.0","12","145.0","238","341","11","1398","null","null","9","null","null","978","139","106","395","118","1560","247","35","261.0","18","204","3","196",11802,"null","null","null","null","13","3395","null","null","11136","null","12","738","null","null","685","null","1094","150","387","22","null","41","null","null","null","null","122","117","1701","null","16","420.0","null","21900","3220","null","null","21","352","43","157","Eastern Suburbs  South","null"
